-3 0
-2.85 0
-2.7 0
-2.55 0.0184
-2.4 0.0529333
-2.25 0.0698667
-2.1 0.0830667
-1.95 0.0868
-1.8 0.0934667
-1.65 0.0956
-1.5 0.0954667
-1.35 0.0929333
-1.2 0.0893333
-1.05 0.0816
-0.9 0.0693333
-0.75 0.0522667
-0.6 0.0189333
-0.45 0
-0.3 0
-0.15 0
